condition,feature,operator,threshold,matched_count,miss_count,hit_count,miss_accuracy_pct,miss_coverage_pct,hit_leakage_pct
close_ema_221_daily_volatility_5_daily >= 0.3086384362804799,close_ema_221_daily_volatility_5_daily,>=,0.3086384362804799,129,74,55,57.36434108527132,31.092436974789916,29.100529100529098
close_ema_221_daily_range_5_pct >= 1.2389236500850875,close_ema_221_daily_range_5_pct,>=,1.2389236500850875,129,74,55,57.36434108527132,31.092436974789916,29.100529100529098
volume_to_volume_ema_21_daily_difference_pct >= -34.071142566946506,volume_to_volume_ema_21_daily_difference_pct,>=,-34.071142566946506,300,172,128,57.333333333333336,72.26890756302521,67.72486772486772
close_ema_8_daily_volatility_5_daily >= 1.0775431626808496,close_ema_8_daily_volatility_5_daily,>=,1.0775431626808496,300,172,128,57.333333333333336,72.26890756302521,67.72486772486772
close_ema_21_daily_volatility_5_daily <= 0.6074293501283264,close_ema_21_daily_volatility_5_daily,<=,0.6074293501283264,171,98,73,57.30994152046783,41.17647058823529,38.62433862433862
close_ema_221_daily_range_5_pct <= 0.7456084920605072,close_ema_221_daily_range_5_pct,<=,0.7456084920605072,171,98,73,57.30994152046783,41.17647058823529,38.62433862433862
close_to_close_ema_3_daily_difference_pct <= 3.9901416615756546,close_to_close_ema_3_daily_difference_pct,<=,3.9901416615756546,384,220,164,57.291666666666664,92.43697478991596,86.77248677248677
close_ema_3_daily_slope_pct <= 4.155970783240652,close_ema_3_daily_slope_pct,<=,4.155970783240652,384,220,164,57.291666666666664,92.43697478991596,86.77248677248677
volume_to_volume_ema_144_daily_difference_pct >= -10.586296511197235,volume_to_volume_ema_144_daily_difference_pct,>=,-10.586296511197235,257,147,110,57.19844357976653,61.76470588235294,58.201058201058196
close_ema_3_daily_volatility_5_daily >= 2.0095327534359195,close_ema_3_daily_volatility_5_daily,>=,2.0095327534359195,257,147,110,57.19844357976653,61.76470588235294,58.201058201058196
close_ema_3_daily_range_5_pct >= 7.411118612092806,close_ema_3_daily_range_5_pct,>=,7.411118612092806,257,147,110,57.19844357976653,61.76470588235294,58.201058201058196
close_ema_13_daily_range_5_pct >= 3.4735577108060003,close_ema_13_daily_range_5_pct,>=,3.4735577108060003,257,147,110,57.19844357976653,61.76470588235294,58.201058201058196
close_to_close_ema_21_daily_difference_pct <= 5.523368922052257,close_to_close_ema_21_daily_difference_pct,<=,5.523368922052257,299,171,128,57.19063545150501,71.84873949579831,67.72486772486772
volume_to_volume_ema_5_daily_difference_pct <= 12.246093773526665,volume_to_volume_ema_5_daily_difference_pct,<=,12.246093773526665,299,171,128,57.19063545150501,71.84873949579831,67.72486772486772
close_ema_21_daily_slope_pct <= 0.5554045966937713,close_ema_21_daily_slope_pct,<=,0.5554045966937713,299,171,128,57.19063545150501,71.84873949579831,67.72486772486772
